Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Amber,Amber,705,Lager - American Amber / Red,19,Abita Brewing Co.,"Notes:Amber is a Munich style lager brewed with crystal malt and Perle hops. It has a smooth, malty, slightly caramel flavor and a rich amber color. Abita Amber was the first beer offered by the brewery and continues to be our leading seller.17 IBU	",4.5,3.48,13,24,6,24,37,7,0,5,32,2,71,3,Abita Brewing Co.,3.5495283018867925,3.205188679245283,3.4858490566037736,3.318396226415094,3.3408018867924527,5
Ambergeddon,Ambergeddon,2183,Red Ale - American Amber / Red,51,Ale Asylum,"Notes:With a fury of hop flavor and a strong malt backbone, this West-Coast style amber is part ale, part sensory eruption, and All-American. Ambergeddon is brewed with passion and is best enjoyed that way.	",6.8,3.94,15,34,15,89,38,28,0,30,85,3,89,13837,Ale Asylum,4.140151515151516,4.007575757575758,4.026515151515151,3.882575757575758,4.068181818181818,31117
American Amber Ale,American Amber Ale,2164,Red Ale - American Amber / Red,51,Rogue Ales,"Notes:American Amber Ale is the second-ever beer created by Rogue’s brewmaster John Maier. This tawny amber brew with a toffee aroma, delicate roasted malt notes and smooth finish displays what beer judges call the “perfect embodiment of an American Amber Ale.""Ingredients: C40, C150, 2-Row & Rogue Farms Dare™ & Risk™ Malts; Rogue Farms Rebel Hops; Free Range Coastal Water & Pacman Yeast.13º PLATO53 IBU73.1 AA23º Lovibond	",5.3,3.85,13,38,6,51,40,22,1,28,60,3,69,132,Rogue Ales,3.979253112033195,3.808437067773167,3.9571230982019365,3.8506224066390042,3.9107883817427385,363
Amstel Gold,Amstel Gold,2489,Lager - European Strong,58,Amstel Brouwerij B. V.,Notes:,7.0,3.02,3,6,11,9,10,1,0,3,10,4,10,163,Amstel Brouwerij B. V.,3.3333333333333335,3.1666666666666665,3.3333333333333335,3.3333333333333335,3.0,1415
Amstel Lager,Amstel Lager,2427,Lager - European Pale,57,Amstel Brouwerij B. V.,Notes:,5.0,2.63,14,25,4,21,26,7,0,6,32,3,62,163,Amstel Brouwerij B. V.,2.8666666666666667,2.566666666666667,2.975,2.6416666666666666,2.558333333333333,1414
Amstel Light,Amstel Light,2663,Lager - Light,62,Amstel Brouwerij B. V.,Notes:ABV in the USA is 4.1%	,3.5,2.44,21,26,2,36,21,11,4,4,65,6,71,163,Amstel Brouwerij B. V.,2.7193548387096773,2.2311827956989245,2.5688172043010753,2.4505376344086023,2.3634408602150536,436
"Amsterdam Navigator 8,4","Amsterdam Navigator 8,4",2484,Lager - European Strong,58,Grolsch Bierbrouwerij N.V.,Notes:,8.4,2.44,1,19,19,18,63,13,0,15,20,2,30,506,Grolsch Bierbrouwerij N.V.,2.2,2.9,3.2,2.6,2.4,43461
Anchor Liberty Ale,Anchor Liberty Ale,1290,IPA - American,32,Anchor Brewing Company,"Notes:The champagne-like bubbles, distinctive hop bouquet, and balanced character of Liberty Ale® revives centuries-old ale brewing traditions that are now more relevant than ever.	First introduced in 1975, Liberty Ale® is brewed strictly according to traditional craft brewing methods, and uses only natural ingredients — pale malted barley, fresh whole-cone Cascade hops and a special top-fermenting yeast, and water.The yeast used during fermentation produces many of Liberty Ale's subtle flavors and characteristics. A natural process called ""bunging"" creates gentle carbonation, and the practice of dry hopping (adding fresh hops to the brew during aging), revived by Anchor, creates its unique aroma.Liberty Ale® was first brewed to celebrate the bicentennial of Paul Revere’s historic ride. As the first modern American IPA brewed after prohibition and the first modern American single-hop ale and dry-hopped ale, Anchor’s Liberty Ale® is the original craft brewed ale and the historic beer that started a revolution.	",5.9,3.9,21,27,7,67,27,51,0,61,85,4,47,28,Anchor Brewing Company,4.10091743119266,3.8810868031051515,3.9735356386732534,3.911079745942131,4.017642907551164,665
Anchor Porter,Anchor Porter,2904,Porter - American,68,Anchor Brewing Company,"Notes:With deep black color, a thick, creamy head, rich chocolate, toffee and coffee flavors, and full-bodied smoothness, Anchor Porter® is the epitome of a handcrafted dark beer.A blend of specially roasted pale, caramel, chocolate, and black malts, along with our top-fermenting yeast, creates complexity without bitterness. The brew is hopped at a high rate, and naturally carbonated. The result is dark in the glass, but surprisingly light on the palate.	",5.6,4.12,12,101,9,85,70,11,0,19,59,11,126,28,Anchor Brewing Company,4.144360902255639,3.9906015037593985,4.242105263157895,4.081203007518797,4.167293233082707,61
Anchor Steam Beer,Anchor Steam Beer,1151,California Common / Steam Beer,29,Anchor Brewing Company,"Notes:Anchor Steam® Beer owes its deep amber color, thick, creamy head, and rich, distinctive flavor to a historic brewing process like none other.It is a process that combines deep respect for craft brewing tradition with many decades of evolution to arrive at a unique approach: a blend of pale and caramel malts, fermentation with lager yeast at warmer ale temperatures in shallow open-air fermenters, and gentle carbonation in our cellars through an all-natural process called kräusening.	",4.9,3.87,31,35,13,41,60,42,3,41,58,11,77,28,Anchor Brewing Company,4.059646118721461,3.636700913242009,3.9218036529680367,3.8256278538812785,3.8884132420091326,63
Anchor Summer Beer,Anchor Summer Beer,4863,Wheat Beer - American Pale,111,Anchor Brewing Company,Notes:,4.6,3.41,32,37,8,38,18,38,5,42,56,13,96,28,Anchor Brewing Company,3.604761904761905,3.1933333333333334,3.6923809523809523,3.4238095238095236,3.2676190476190476,2550
Andechser Bergbock Hell,Andechser Bergbock Hell,132,Bock - Maibock,4,Klosterbrauerei Andechs,"Notes:With its firm, fine pored head, luminous gold and clear gleaming look, it cannot fail to awaken expectations of pure pleasure.Strong malty nuances and floral hoppiness are imbued with accents of slight fruitiness. Despite its strength, Bergbock is pleasantly mouthcoating, with a powerful, but unobtrusive body. A highly discrete, finely bitter hoppiness transforms into a slight honey sweetness to conclude on a soft, harmonious aftertaste.A harmonious light bock of character that cannot be put down after the first drink.	",7.0,3.91,21,50,21,35,67,18,1,21,58,8,97,911,Klosterbrauerei Andechs,4.09,3.79,3.78,4.01,4.02,6724
Andechser Doppelbock Dunkel,Andechser Doppelbock Dunkel,9,Bock - Doppelbock,2,Klosterbrauerei Andechs,"Notes:This world famous bock from Bavaria’s Holy Mountain is not meant to be rushed, but savoured slowly. As solid as a rock, Andechser Doppelbock Dunkel presides over the evening meal with a colour reminiscent of dark copper with nuances of fiery red. Its clear gleaming look harmonises with its firm, fine pored head.Also the aroma delights the connoisseur: soft roasted accents and a nuance of dried fruit carrying a vein of caramel. This Doppelbock Dunkel from Bavaria’s Holy Mountain presents a pleasant effervescence. And then there’s the unmistakable flavour: mouthcoating and velvety, strong and yet pleasantly malty – a powerful, robust body. At the same time, it develops an easily recognisable sweetness, embraced in roasted cocoa and a light, bitter hoppiness.Concluding with a powerful punch, this Doppelbock departs with a lingering aftertaste of quality plain chocolate. A strong Doppelbock that embodies the centuries old Benedictine brewing tradition, sip by delicious sip.	",7.1,4.31,7,71,20,31,100,21,1,55,31,7,140,911,Klosterbrauerei Andechs,4.43205574912892,4.2543554006968645,4.275261324041812,4.362369337979094,4.435540069686411,2899
Andechser Spezial Hell,Andechser Spezial Hell,2537,Lager - Helles,59,Klosterbrauerei Andechs,"Notes:Its clear gleaming look and firm, fine pored head goes hand in hand with its fresh and pure aroma. Malty nuances are the first impressions.Spezial Hell is pleasantly tangy with a full, round malt body that cannot fail to fascinate. The soft flavour carries a distinctive balance of sweet accents and bitter hoppiness.It concludes on equally soft malty nuances – a classical festival beer in the tradition of old Bavarian brewing.	",5.8,3.87,43,34,6,41,24,14,6,11,75,12,97,911,Klosterbrauerei Andechs,4.0,3.625,3.7916666666666665,3.8541666666666665,3.8645833333333335,4528
Andygator,Andygator,102,Bock - Maibock,4,Abita Brewing Co.,"Notes:Andygator, a creature of the swamp, is a unique high-gravity brew made with pale malt, German lager yeast, and German Perle hops. Unlike other high-gravity brews, Andygator is fermented to a dry finish with a slightly sweet flavor and subtle fruit aroma. Reaching an alcohol strength of 8% by volume, it is a Helles Dopplebock.25 IBU	",8.0,3.57,12,30,27,29,58,18,0,18,42,5,65,3,Abita Brewing Co.,3.4788732394366195,3.359154929577465,3.5985915492957745,3.5246478873239435,3.459507042253521,1565
Anger,Anger,1365,IPA - Black / Cascadian Dark Ale,34,Greenbush Brewing Company,Notes:,7.6,3.95,7,45,11,79,29,27,0,25,86,3,61,25937,Greenbush Brewing Company,4.375,4.25,4.0,3.9375,4.4375,71256
Angry Goat,Angry Goat,228,Bock - Weizenbock,6,Rahr & Sons Brewing Company,Notes:,8.0,3.66,6,45,20,24,60,18,0,27,14,12,57,9969,Rahr & Sons Brewing Company,3.9166666666666665,3.9166666666666665,3.75,3.9166666666666665,4.0,74071
Anna,Anna,1862,Farmhouse Ale - Saison,45,Hill Farmstead Brewery,"Notes:Anna is Bière de Miel, brewed with 20% raw wildflower Vermont honey and our house saison yeast.	",6.4,4.36,46,30,3,19,67,110,1,76,55,17,56,22511,Hill Farmstead Brewery,4.169811320754717,4.113207547169812,4.311320754716981,4.0754716981132075,4.113207547169812,64916
Anniversary Ale,Anniversary Ale,4756,Wheat Beer - Wheatwine,108,Short's Brewing Company,"Notes:2009 Tap only2010 Tap and bottle2013 Tap and bottleSame recipe every year, according to the brewer, though ABV varies slightly.""Anniversary Ale~ A high gravity wheat wine made with blood oranges that render an alluring dark purple hue to the color. Flavor abounds from the spice of green peppercorns and tang from blood orange zest. Aggressive dry hop additions amplify the citrus overtones and spiciness found throughout. ‘Anni’ Ale typifies the full magnitude of Short’s Brewing Company by embodying all the complexities and fulfillment necessary to pay tribute to another year of brewing. 10% ABV 63 IBU's""	",10.0,3.97,25,52,39,51,76,184,0,165,43,32,48,9629,Short's Brewing Company,3.8453947368421053,4.052631578947368,3.9703947368421053,3.898026315789474,4.019736842105263,49664
Aorta Ale (Double Red Ale),Aorta Ale (Double Red Ale),4419,Red Ale - Imperial,101,Short's Brewing Company,"Notes:A double red ale that seems to indicate an intensity of flavor simply by it’s dark reddish brown appearance. Subtle aromas of candy, brown sugar, and toasted malt seem reluctantly released from the depths of this full bodied beast. Raisins, figs, and burnt caramel are among some of the sweeter flavors up front, before giving way to a roasted cocoa like bitterness that becomes magnified by high alpha hops. Considering the initial overall sweetness, it’s a heightened bitterness that dominates the finish.82 IBU	",9.6,3.94,15,66,18,99,135,60,1,97,129,18,105,9629,Short's Brewing Company,3.8947368421052633,3.8947368421052633,4.026315789473684,3.973684210526316,3.8157894736842106,39059
Apricot Wheat,Apricot Wheat,3334,Fruit and Field Beer,77,Ithaca Beer Company,Notes:Our smooth wheat beer is light in color and body…perfect for those looking for a lighter taste. The combination of wheat and barley gives Apricot Wheat a different malt character than our other ales. The hint of apricot gives this beer a pleasant nose and fruity finish.	,4.9,3.32,13,20,11,7,99,31,0,88,13,2,56,651,Ithaca Beer Company,3.2809734513274336,3.3429203539823007,3.15929203539823,3.1814159292035398,3.1792035398230087,1782
Arcobräu Zwickl Lager,Arcobräu Zwickl Lager,2624,Lager - Kellerbier / Zwickelbier,61,Arcobräu Gräfliches Brauhaus,Notes:Also known as Arcobräu Zwicklbier	,5.2,3.91,36,51,4,34,33,28,5,33,49,8,86,5709,Arcobräu Gräfliches Brauhaus,4.021739130434782,3.782608695652174,3.891304347826087,3.9565217391304346,3.9347826086956523,65663
Arctic Circle Ale,Arctic Circle Ale,3254,Farmhouse Ale - Sahti,76,Malmgårdin Panimo,Notes:,7.3,3.95,9,56,30,38,122,37,0,55,58,29,144,13629,Malmgårdin Panimo,3.95,4.0,3.9875,4.0,4.0125,48250
Arctic Devil Barley Wine,Arctic Devil Barley Wine,4260,Barleywine - English,98,Midnight Sun Brewing Co.,"Notes:Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.20 IBU	",13.2,4.38,10,72,69,28,123,23,0,49,23,24,141,385,Midnight Sun Brewing Co.,4.19377990430622,4.3875598086124405,4.119617224880383,4.3349282296650715,4.437799043062201,18093
Ard Ri,Ard Ri,4427,Red Ale - Imperial,101,Upland Brewing Company,Notes:,9.5,3.73,20,65,31,85,87,33,0,32,97,4,132,1170,Upland Brewing Company,3.7357142857142858,3.6714285714285713,3.9785714285714286,3.835714285714286,3.692857142857143,39006
Arkell Best Bitter,Arkell Best Bitter,1628,Bitter - English,40,Wellington County Brewery,"Notes:Originally served as a real ale, Arkell Best Bitter has a loyal following. This delicate and well-balanced bitter is Wellington’s session beer.	",4.0,3.67,15,40,8,79,60,31,4,29,105,4,117,618,Wellington County Brewery,4.0144927536231885,3.630434782608696,3.710144927536232,3.63768115942029,3.789855072463768,7300
Arran Sunset,Arran Sunset,1984,Mild Ale - English Pale,47,Isle of Arran Brewery Company Ltd.,Notes:,4.4,3.61,8,5,2,20,13,17,0,18,22,4,13,649,Isle of Arran Brewery Company Ltd.,3.6,4.1,3.4,3.3,3.6,21671
Arsenalnoye Krepkoye (Strong),Arsenalnoye Krepkoye (Strong),2483,Lager - European Strong,58,Baltika Breweries,Notes:,7.0,2.74,12,27,27,22,65,16,0,19,34,2,34,401,Baltika Breweries,2.8260869565217392,2.8043478260869565,3.0869565217391304,2.8043478260869565,2.869565217391304,10841
Artemis,Artemis,3389,Gruit / Ancient Herbed Ale,78,Moonlight Brewing Company,Notes:,5.5,2.72,1,7,3,6,4,3,0,0,16,9,4,763,Moonlight Brewing Company,2.4285714285714284,3.142857142857143,3.7142857142857144,3.0714285714285716,2.7142857142857144,53212
Arthur,Arthur,1857,Farmhouse Ale - Saison,45,Hill Farmstead Brewery,"Notes:Arthur (1922-2005) was our grandfather’s youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings. In his honor, this Saison is crafted from American malted barley, American and European hops, our distinctive farmhouse yeast and water from our well. Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.	",6.0,4.38,48,35,14,29,59,172,6,123,51,27,30,22511,Hill Farmstead Brewery,4.133333333333334,3.933333333333333,4.188888888888889,4.055555555555555,4.022222222222222,62282
Asahi Black (Kuronama),Asahi Black (Kuronama),864,Lager - Munich Dunkel,22,Asahi Breweries Ltd,"Notes:""a premium dark ale.""	",5.0,3.55,16,43,7,42,45,18,0,26,25,14,80,716,Asahi Breweries Ltd,3.671875,3.4583333333333335,3.671875,3.453125,3.5572916666666665,3969
Asahi Draft (Jukusen),Asahi Draft (Jukusen),3559,Lager - Japanese Rice,82,Asahi Breweries Ltd,Notes:,5.0,2.89,32,26,4,28,14,11,0,7,30,1,44,716,Asahi Breweries Ltd,3.231707317073171,2.6707317073170733,2.975609756097561,3.0365853658536586,2.8780487804878048,2126
Asahi Honnama Aqua Blue,Asahi Honnama Aqua Blue,3407,Happoshu,79,Asahi Breweries Ltd,Notes:,5.0,2.09,7,7,2,2,2,6,0,3,4,2,11,716,Asahi Breweries Ltd,1.8571428571428572,1.5714285714285714,1.5714285714285714,1.2857142857142858,1.2142857142857142,11968
Asahi Honnama Gold,Asahi Honnama Gold,3415,Happoshu,79,Asahi Breweries Ltd,Notes:,5.5,3.13,0,2,1,4,3,0,0,1,4,0,4,716,Asahi Breweries Ltd,3.3333333333333335,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,27258
Asahi Honnama Red,Asahi Honnama Red,3405,Happoshu,79,Asahi Breweries Ltd,Notes:,5.5,2.85,13,16,5,11,16,1,0,0,11,0,38,716,Asahi Breweries Ltd,3.0,2.7222222222222223,3.0555555555555554,2.638888888888889,2.5833333333333335,19641
Asahi Orion,Asahi Orion,3563,Lager - Japanese Rice,82,Asahi Breweries Ltd,Notes:,5.0,3.04,2,0,0,1,2,4,0,1,3,0,4,716,Asahi Breweries Ltd,2.5,3.5,4.0,2.5,2.5,73724
